id,title,video
71,lateral_step_reach,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504242/exercises/8_day/lateral_step_reach.mp4
72,leg_lifts,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504202/exercises/8_day/leg_lifts.mp4
73,prayer_pushes,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504236/exercises/8_day/prayer_pushes.mp4
74,punches,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504226/exercises/8_day/punches.mp4
75,squat_and_kick,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504233/exercises/8_day/squat_and_kick.mp4
76,standing_crunch,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504232/exercises/8_day/standing_crunch.mp4
77,the_windmill,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504217/exercises/8_day/the_windmill.mp4
78,torso_rotation,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504228/exercises/8_day/torso_rotation.mp4
79,up_up_down_down,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504192/exercises/8_day/up_up_down_down.mp4
80,victory_squat,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700504228/exercises/8_day/victory_squat.mp4
